"Product ID [Non Editable]","Variant ID [Non Editable]","Product Type [Non Editable]","Product Page","Product URL","Title","Description","SKU","Option Name 1","Option Value 1","Option Name 2","Option Value 2","Option Name 3","Option Value 3","Option Name 4","Option Value 4","Option Name 5","Option Value 5","Option Name 6","Option Value 6","Price","Sale Price","On Sale","Stock","Categories","Tags","Weight","Length","Width","Height","Visible","Hosted Image URLs"
"","b4f60ae9-08f3-4a73-b41e-3483235812c5","","","","","","DC-GI-150","Size","150ml","","","","","","","","","","","84.99","64.99","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","d06d741e-880e-4954-9e2a-4d5b29f0c88e","","","","","","DC-GI-100","Size","100ml","","","","","","","","","","","74.99","54.99","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","75d099cf-5198-4477-b4c4-5c3074ae3584","","","","","","DC-GI-10","Size","10ml","","","","","","","","","","","24.99","14.99","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
"68548ab92eea6715dcb56c86","12f85eb5-3f4b-4962-97ad-22289169cc09","PHYSICAL","substances-oils","woods-for-thought","Woods For Thought","<pre><code>Inspired By: H24, Hermès</code></pre><ul data-rte-list=""true""><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Top Notes: </strong>Sandalwood, Leather</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Middle Notes: </strong>Papyrus, Virginia Cedar, Cardamom</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Base Notes: </strong>Violet, Iris, Amber</p></li></ul><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Starts off like it’s got its life together—clean, crisp clary sage with a hint of smug. Rosewood follows, smooth and buttoned-up, but narcissus flashes a little skin. Then it all unravels—moss, amber, and woods take over, warm, dirty, and way too easy to say yes to.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Smells like brains, brawn, and just enough bad idea to keep things interesting.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Mood: </strong>Smooth. Woody. Sophisticated.</p>","DC-WFT-500","Size","500ml","","","","","","","","","","","124.99","94.99","Yes","Unlimited","/fall-season, /leather-ish, /designer-inspired-collection, /wood-musk","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/d63866b1-10cc-4d59-a2d5-df77ce6e9e1a/Woods+For+Thought+scent.png https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/db62245e-81f9-4890-baca-13c2270284e1/woods+for+thought+bottle.jpeg"
"","d97af982-d4b7-4f62-a3bd-8217f6f7be8b","","","","","","DC-WFT-150","Size","150ml","","","","","","","","","","","84.99","64.99","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","1d939310-3bcb-442c-aa7b-13feb6ea5ea3","","","","","","DC-WFT-100","Size","100ml","","","","","","","","","","","74.99","54.99","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","b6eac8a5-e65a-4e39-bbad-c2a3bb13cccb","","","","","","DC-WFT-10","Size","10ml","","","","","","","","","","","24.99","14.99","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
"68548b4c22419c70c64dbe0d","6aa302d9-9448-44df-9c82-d03ed654eb77","PHYSICAL","substances-oils","big-d","Big D","<pre><code>Inspired By: Explorer, Montblanc</code></pre><ul data-rte-list=""true""><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Top notes: </strong>Bergamot, Pink Pepper, Clary Sage</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Middle notes: </strong>Haitian Vetiver, Leather</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Base notes: </strong>Ambroxan, Akigalawood, Indonesian Patchouli Leaf, Cacao Pod</p></li></ul><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">This one walks in and owns the room. Bergamot and pink pepper bring the bite, clary sage smooths it out like a tailored smirk. Then comes that quiet authority: Haitian vetiver and leather, grounded and unapologetic. The dry-down lingers with ambroxan, patchouli, and cacao — dark, warm, and magnetic in all the right ways.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">It’s not about size. It’s about presence. Big D. As in Demeanor… obviously.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Mood:</strong> Fresh, Comforting, Confident</p>","DC-BD-500","Size","500ml","","","","","","","","","","","124.99","94.99","Yes","Unlimited","/lightfresh-ish, /designer-inspired-collection","OILS","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/feeee0c3-a374-4c43-af0e-667d1f6a47ce/Big+D+Scent.png https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/0db66cd7-d398-4490-bcd4-5e829441f792/big+d+bottle.jpeg"
"","355744a2-0dbe-4483-83e5-f1800c504fd0","","","","","","OIL-BD-150","Size","150ml","","","","","","","","","","","84.99","64.99","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","bb6bf65d-b7ed-456e-b3c0-bea9c2b71383","","","","","","DC-BD-100","Size","100ml","","","","","","","","","","","74.99","54.99","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","9f878367-b7c5-4126-b769-4f1efd344c36","","","","","","OIL-BD-10","Size","10ml","","","","","","","","","","","24.99","14.99","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
"68548d542eea6715dcb56eda","639936da-40bc-48ea-9356-c59ee5538f00","PHYSICAL","substances-oils","sweet-on-arrival","Sweet On Arrival","<pre><code>Inspired By: Acqua di Gioia, Giorgio Armani</code></pre><ul data-rte-list=""true""><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Top notes: </strong>Lemon (Primofiore Amalfi Lemon), Mint (Crushed Mint Leaves)</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Middle notes: </strong>Water Jasmine, Peony, Pink Pepper</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Base notes: </strong>Cedarwood, Brown Sugar, Labdanum</p></li></ul><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">It opens like a flirt — zesty Amalfi lemon and mint that’s more lips than leaves. Then the bloom hits: water jasmine, peony, and pink pepper giving soft, dewy trouble. The base? Cedarwood and labdanum, warmed by brown sugar that melts just enough to make things interesting.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Fresh, flirty, and already three steps ahead of you.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Mood: </strong>Crisp. Aquatic. Balanced.</p>","DC-SOA-500","Size","500ml","","","","","","","","","","","124.99","94.99","Yes","Unlimited","/lightfresh-ish, /designer-inspired-collection, /floral, /fruit-ish","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/922ff6dd-885f-46d1-8a39-9460457de9fe/Sweet+On+Arrival+scent.png https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/338da517-e193-49cc-8c51-19c32af3caf2/sweet+on+arrival+bottle.jpeg"
"","17fdf9a4-2d8a-41a5-b889-09537e887cf0","","","","","","DC-SOA-150","Size","150ml","","","","","","","","","","","84.99","64.99","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","e2d1ce5a-d4af-41a2-9075-4e1d54ec3f8c","","","","","","DC-SOA-100","Size","100ml","","","","","","","","","","","74.99","54.99","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","c7b365e3-e5a3-4c8d-a1ea-a98bd3a313da","","","","","","DC-SOA-10","Size","10ml","","","","","","","","","","","24.99","14.99","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
"687ef21f2a22961e0314c2e1","5e2dad82-b994-4b1f-9986-8d38949aef6d","PHYSICAL","substances-oils","velvet-vice","Velvet Vice","<h4 style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><a href=""https://www.whiffedaromas.com/gilded-exotics""><strong>A GILDED EXOTICS COLLE</strong></a><a href=""https://hibiscus-hen-gl8a.squarespace.com/gilded-exotics""><strong>CTION</strong></a></h4><pre><code>Inspired By: Blanc, Lacoste</code></pre><ul data-rte-list=""true""><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Top Notes: </span></strong><span>Grapefruit, Rosemary, and Cardamom</span></p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Middle Notes: </span></strong><span>Ylang-Ylang and Tuberose</span></p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Base Notes: </span></strong><span>Suede, Virginia Cedar, Vetiver, and Leather</span></p></li></ul><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Starts off all charm—grapefruit snaps, rosemary teases, and cardamom purrs. But don’t be fooled by the fresh talk. Ylang-ylang and tuberose roll in next, lush and a little too hands-on, turning the scent downright flirtatious. Then comes the real kink: suede, vetiver, cedar, and leather melt together into a slow, bright seduction that clings like a secret you don’t want forgiven.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Clean cut up top. All trouble underneath.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Mood: </strong>Bright. Smooth. Zesty</p><h4 style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Size Matters</strong></h4><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Let us help you decide which bottle size to select based on the Whiff Maker [Diffuser] model.</p><ul data-rte-list=""true""><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>10ml: </span></strong>Perfect size for <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/mobile-one"">Mobile One</a> or <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/mobile-two"">Mobile Two</a></p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>150ml: </span></strong>Works for either <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/fusion-200"">Fusion 200</a> (200ml) or <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/twosome"">Twosome</a> (100ml).</p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>500ml</span></strong>: Fills up <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/fusion-500"">Fusion 500</a> (500ml) and <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/polymer-one"">Polymer One</a> (400ml) to satisfaction, with more left for later.</p></li></ul><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">View a complete list of all machines <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-by-space-size"">here</a>.</p>","GE-VV-500","Size","500ml","","","","","","","","","","","160.00","129.99","Yes","Unlimited","/gilded-exotics-collection, /lightfresh-ish, /fruit-ish","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/6bdcd526-5fa1-4416-bf39-8e90e091e066/Velvet+Vice.png https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/5df14280-9504-46d9-b008-1d9f9b97f108/velvet+vice+bottle.jpeg"
"","3920bd04-8e48-4e3e-bace-9a4e43334149","","","","","","GE-VV-150","Size","150ml","","","","","","","","","","","105.00","74.99","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","eccc5361-8544-41ca-affb-29988a0082d8","","","","","","GE-VV-100","Size","100ml","","","","","","","","","","","95.99","64.99","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","714122ee-deaa-43af-9bc2-c81f9a7aa074","","","","","","GE-VV-10","Size","10ml","","","","","","","","","","","29.99","19.99","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
"687fa69f4cba736f81876363","d5db97d9-7e80-4445-a0ba-858aeb083684","PHYSICAL","substances-oils","barely-petaled","Barely Petaled","<pre style=""text-align: start; ""><code>Inspired By: W Hotel</code></pre><ul data-rte-list=""true""><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Top Notes: </span></strong>Jasmine, Neroli, and Perilla</p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Middle Notes: </span></strong>Rose , Lemon, Peony</p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Base Notes: </span></strong>Musk</p></li></ul><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Jasmine and neroli drape over perilla like silk sheets on sun-warmed skin. Then comes the tease: rose, lemon, and peony twirl in, floral and fizzy, like champagne on a scandalous afternoon. And just when it feels too innocent, musk slides in beneath it all—clean, skin-like, and just suggestive enough to raise an eyebrow.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">It’s not a bouquet. It’s bait.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Mood: </strong>Fresh, Delicate, Zesty</p><h4 style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Size matters</span></strong></h4><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Let us help you decide which bottle size to select based on the Whiff Maker [Diffuser] model.</p><ul data-rte-list=""true""><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>10ml: </strong>Perfect size for <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/rp1w7bf2h55nb7b5t1f62p1pd5l7xp"">Mobile One</a> or <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/car-2"">Mobile Two</a></p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>150ml: </strong>Works for either <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffuser/p/metal-1"">Fusion 200</a> (200ml) or <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/twosome"">Twosome</a> (100ml).</p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>500ml</strong>: Fills up <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/fusion-one2"">Fusion 500</a> (500ml) and <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffuser/p/polymer-1"">Polymer One</a> (400ml) to satisfaction, with more left for later.</p></li></ul><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">View a complete list of all machines <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-by-space-size"">here</a>.</p>","HC-BP-500","Size","500ml","","","","","","","","","","","124.99","94.99","Yes","12","/hotels-and-resorts-collection, /lightfresh-ish, /floral","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/215a794b-81bb-4ba1-b522-8682987ccb6f/Barely+Petaled.png https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/6605d7c0-40ef-4694-8d38-dbf08a155a3a/barely+petaled+bottle.jpeg"
"","08c07935-b095-4782-9e21-1b24e08545c3","","","","","","HC-BP-150","Size","150ml","","","","","","","","","","","84.99","64.99","Yes","12","","","0.0","0.0","0.0","0.0","",""
"","911b7fb5-f645-4adf-a0d6-f883be9accfa","","","","","","HC-BP-100","Size","100ml","","","","","","","","","","","74.99","54.99","Yes","20","","","0.0","0.0","0.0","0.0","",""
"6897dbc222a0825e12e2782c","29a0c4e9-aed8-4799-a878-14e480ed11e2","PHYSICAL","substances-oils","savage-af","Savagé AF","<h4 style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><a href=""https://www.whiffedaromas.com/gilded-exotics""><strong>A GILDED EXOTICS COLLECTION</strong></a></h4><pre><code>Inspired By: Sauvage, Dior</code></pre><ul data-rte-list=""true""><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Top Notes: </span></strong>Calabrian Bergamot, and Pepper</p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Middle Notes: </span></strong>Sichuan Pepper, Lavender, Pink Pepper, Vetiver, Patchouli, Geranium, and Elemi</p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Base Notes: </span></strong>Ambroxan, Cedar,  and Labdanum</p></li></ul><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Zesty bergamot and spicy pepper open the show, then it dives into a smoky-smooth swirl of lavender, patchouli, and vetiver. Grounded by warm cedar and ambroxan, this scent doesn’t follow rules—it makes its own. Clean, wild, and a little dangerous.</p><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Mood: </span></strong>Fresh. Bold. Precise</p><h4 style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Size Matters</strong></h4><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Let us help you decide which bottle size to select based on the Whiff Maker [Diffuser] model.</p><ul data-rte-list=""true""><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>10ml: </span></strong>Perfect size for <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/mobile-one"">Mobile One</a> or <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/mobile-two"">Mobile Two</a></p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>150ml: </span></strong>Works for either <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/fusion-200"">Fusion 200</a> (200ml) or <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/twosome"">Twosome</a> (100ml).</p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>500ml</span></strong>: Fills up <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/fusion-500"">Fusion 500</a> (500ml) and <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/polymer-one"">Polymer One</a> (400ml) to satisfaction, with more left for later.</p></li></ul><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">View a complete list of all machines <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-by-space-size"">here</a>.</p>","GE-SAF-10","Size","10ml","","","","","","","","","","","29.99","19.99","Yes","Unlimited","/gilded-exotics-collection","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/82cc41e2-01e2-4d22-964f-1e94c5ad37f1/savage+af+scent.png https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/c108623f-5cd1-46f0-8c66-93ff397d8223/Savage+AF+bottle.jpeg"
"","9cfdc1f2-c01a-438b-a8b7-3da5aed87885","","","","","","GE-SAF-100","Size","100ml","","","","","","","","","","","94.99","64.99","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","a6ec3f4e-5322-4ee1-b562-528d8d2536de","","","","","","GE-SAF-150","Size","150ml","","","","","","","","","","","104.99","74.99","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","f29ce270-4f36-4259-b13f-7a626cb311ff","","","","","","GE-SAF-500","Size","500ml","","","","","","","","","","","159.99","129.00","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
"689a8bf8203bf34e868d83bb","149c8a3b-6954-4376-803b-534937c94a6c","PHYSICAL","substances-oils","saint-sinner","Saint & Sinner","<h4 style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><a href=""https://www.whiffedaromas.com/gilded-exotics""><strong>A GILDED EXOTICS COLLECTION</strong></a></h4><pre><code>Inspired By: New Look, Dior</code></pre><ul data-rte-list=""true""><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Top Notes: </span></strong><span>Aldehydes</span></p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Middle Notes: </span></strong><span>Frankincense</span></p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Base Notes: </span></strong><span>Amber</span></p></li></ul><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Walks in with a halo—then sets the room on fire. Scent opens with aldehydes so clean they practically confess for you, but don’t be fooled. Frankincense rolls in next, dark and reverent like incense in a locked-door chapel. And when the amber hits? It’s game over—warm, golden, and clinging tscent like a secret you swore you'd never tell.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Smells like redemption. Feels like temptation.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Mood</strong>: Sultry. Smoldering. Luminous</p><h4 style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Size Matters</strong></h4><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Let us help you decide which bottle size to select based on the Whiff Maker [Diffuser] model.</p><ul data-rte-list=""true""><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>10ml: </span></strong>Perfect size for <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/mobile-one"">Mobile One</a> or <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/mobile-two"">Mobile Two</a></p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>150ml: </span></strong>Works for either <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/fusion-200"">Fusion 200</a> (200ml) or <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/twosome"">Twosome</a> (100ml).</p></li><li><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>500ml</span></strong>: Fills up <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/fusion-500"">Fusion 500</a> (500ml) and <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/polymer-one"">Polymer One</a> (400ml) to satisfaction, with more left for later.</p></li></ul><p class=""preFade fadeIn"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">View a complete list of all machines <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-by-space-size"">here</a>.</p>","GE-S&S-500","Size","500ml","","","","","","","","","","","160.00","129.99","Yes","1","/fall-season, /gilded-exotics-collection","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/9553a54e-a934-4342-9ef4-7f2a552205a0/Holy+Smokes.png https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/c8ec1788-6fcd-4474-98a7-e845bb78d690/saint+%26+sinner+bottle.jpeg"
"","f6eb9929-ff34-4de3-bf01-263aab8bcd71","","","","","","GE-S&S-150","Size","150ml","","","","","","","","","","","105.00","74.99","Yes","4","","","0.0","0.0","0.0","0.0","",""
"","b158a3bc-10c9-401d-b4f0-17b857fbcc17","","","","","","GE-S&S-100","Size","100ml","","","","","","","","","","","95.99","64.99","Yes","4","","","0.0","0.0","0.0","0.0","",""
"","ecd80058-a49c-42ee-bf10-e4378b3abdbb","","","","","","GE-S&S-10","Size","10ml","","","","","","","","","","","29.99","19.99","Yes","4","","","0.0","0.0","0.0","0.0","",""
"68d04b79d482815dc325199b","b3d9c115-f4d5-467c-85c2-c635d6ea38aa","PHYSICAL","substances-oils","black","Black","<pre><code>Inspired By: Le Labo, Santal 33</code></pre><ul data-rte-list=""true""><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Top Notes: </strong>Cardamom, Violet, Iris</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Middle Notes: </strong>Sandalwood, Papyrus, Virginia Cedar</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Base Notes: </strong>Leather, Amber</p></li></ul><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Once you back <em>Black</em>, you never go back.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Black is the bad habit you’ll brag about. It opens with a kick of cardamom heat, cooled off by a sly wink of iris and violet—sharp, sexy, a little dangerous. Then the woods take over: sandalwood and cedar laying down a creamy, smoky rhythm that pulls you closer. The finale? Leather, papyrus, and amber that stick around like a lover who won’t leave your sheets.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Not polite. Not safe. Just devastatingly good. </p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Mood:</strong> Woody. Leathered. Seductive.</p>","SQ3373110","Size","500ml","","","","","","","","","","","124.99","94.99","Yes","Unlimited","/leather-ish, /designer-inspired-collection, /wood-musk","OILS","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/373be968-bb91-4383-8756-c48facd2d70c/black.jpeg https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/cac22823-e7ae-4e7d-b260-567d506d5a17/black.png"
"","ead4dbf5-7cae-4404-8354-4d541704077c","","","","","","SQ1337142","Size","150ml","","","","","","","","","","","84.99","64.99","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","c05b73c8-e3dd-41b1-8d0f-b015ca595560","","","","","","SQ5518785","Size","100ml","","","","","","","","","","","74.99","54.99","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","04ede93b-fa5b-4515-a90f-534836ecc047","","","","","","SQ2453737","Size","10ml","","","","","","","","","","","24.99","14.99","Yes","Unlimited","","","0.0","0.0","0.0","0.0","",""
